#	top	0.001
08578517	_derivationally_related_form	02661574
02661574	_derivationally_related_form	08578517
01635432	_derivationally_related_form	05896059
04950537	_hypernym	04950126
00737705	_hypernym	00854717
03299648	_hypernym	03214670
02187922	_derivationally_related_form	09229709
06021247	_hypernym	06020737
13942104	_hypernym	13939892
00844994	_derivationally_related_form	01428381
03554131	_hypernym	03771443
09477890	_hypernym	09335240
01008903	_derivationally_related_form	06469377
01932973	_also_see	01115349
08086646	_hypernym	08086356
15274441	_derivationally_related_form	00156276
04932561	_hypernym	04932278
14545353	_hypernym	14544672
03177349	_has_part	04328946
12588584	_hypernym	15094294
00562882	_derivationally_related_form	13498828
02179279	_also_see	01309991
02225911	_derivationally_related_form	04384406
anomaly:	14060929	_synset_domain_topic_of	06149484
00658942	_derivationally_related_form	13861050
03764822	_hypernym	04520170
11521940	_hypernym	11421401
03747281	_hypernym	02718469
06427387	_hypernym	06417598
01086945	_hypernym	13265904
04043411	_has_part	04043733
03699396	_hypernym	03248958
01229976	_derivationally_related_form	00135311
01436139	_verb_group	02085573
13449156	_hypernym	13444703
09636890	_member_meronym	09636339
06331803	_synset_domain_topic_of	06172789
09349648	_hypernym	13867641
13508333	_hypernym	13493998
14052046	_hypernym	14051917
01131043	_also_see	01125429
00631391	_also_see	00021766
05513529	_has_part	05515287
13512725	_has_part	13554121
00406243	_derivationally_related_form	14031523
09938991	_hypernym	10200781
05399847	_synset_domain_topic_of	01471682
00533527	_hypernym	00260648
00701479	_also_see	00781168
05264081	_hypernym	05263850
09936892	_hypernym	09937056
05597188	_hypernym	05543177
07497797	_hypernym	07497473
06598915	_hypernym	00033020
00442115	_hypernym	00441824
07599998	_hypernym	07596684
07439883	_hypernym	13518963
07222050	_hypernym	07221094
00216216	_hypernym	00214951
00515154	_derivationally_related_form	13541167
07964495	_derivationally_related_form	02377938
anomaly:	00868910	_derivationally_related_form	00301187
02677332	_derivationally_related_form	15237567
00506672	_hypernym	00205046
07758680	_hypernym	07705931
05930736	_hypernym	05726345
06351613	_hypernym	06351202
anomaly:	04766275	_synset_domain_topic_of	02176178
07123870	_derivationally_related_form	01054186
00451838	_hypernym	00146138
02537960	_derivationally_related_form	08559508
01543426	_derivationally_related_form	10640968
07019172	_hypernym	07018931
06824955	_hypernym	06824227
08050678	_has_part	08164585
03066658	_derivationally_related_form	10978098
06687701	_hypernym	06687358
10583250	_hypernym	09821831
00253277	_hypernym	00153263
04689660	_hypernym	04688246
00003431	_hypernym	00105333
11458314	_hypernym	11422597
04668139	_derivationally_related_form	01476154
14180327	_hypernym	14174549
03746574	_hypernym	03540595
05748786	_derivationally_related_form	00730499
01528069	_hypernym	01340439
06973610	_hypernym	06971872
07805254	_hypernym	07800091
04809237	_hypernym	04809784
00082308	_derivationally_related_form	14445379
08757569	_has_part	09263087
00136984	_hypernym	00136329
01174251	_synset_domain_topic_of	01171644
02443424	_hypernym	02443049
01321509	_hypernym	01321002
10792335	_hypernym	09771435
01697027	_derivationally_related_form	00898804
05149695	_hypernym	05148699
00115803	_derivationally_related_form	01662118
07781801	_hypernym	07776866
02750432	_hypernym	02657219
13994806	_hypernym	13994456
03884778	_hypernym	04407435
00004227	_hypernym	00001740
02572119	_hypernym	02573275
06650431	_hypernym	06650070
07538395	_derivationally_related_form	01811172
02367363	_derivationally_related_form	14006945
04948241	_hypernym	04946877
01771535	_also_see	01821996
01383638	_hypernym	00004475
07523286	_hypernym	07522729
07081739	_hypernym	07069948
10387196	_hypernym	10386984
05728678	_derivationally_related_form	00709625
05047059	_derivationally_related_form	00820721
04836683	_hypernym	04835724
00083334	_derivationally_related_form	00149084
00262596	_hypernym	00262249
00015303	_hypernym	00015498
07761611	_hypernym	07760859
04623612	_hypernym	04623113
00914769	_hypernym	00778275
05762149	_hypernym	05761559
00286605	_hypernym	00126264
02658979	_hypernym	02657219
13989280	_hypernym	13989051
00455529	_derivationally_related_form	00252430
00451648	_hypernym	00449692
04947628	_hypernym	04947186
02265560	_synset_domain_topic_of	05662532
13541167	_derivationally_related_form	00515154
05277728	_derivationally_related_form	14757848
06793817	_hypernym	06793426
anomaly:	02070296	_has_part	02069551
11674332	_hypernym	11669335
07071017	_hypernym	07066659
02196378	_hypernym	02195470
00834636	_hypernym	00831191
02181973	_hypernym	02181538
02670398	_verb_group	02670578
00878648	_hypernym	00878456
00828990	_hypernym	00817680
01072949	_hypernym	01072262
02247977	_hypernym	02210855
00555983	_hypernym	00555648
07419599	_hypernym	07357388
01684741	_hypernym	01684133
07495551	_hypernym	07495327
05016171	_hypernym	05011790
00351638	_hypernym	00351485
00060185	_hypernym	00055142
02001821	_member_meronym	02004661
01433294	_hypernym	01435380
11562747	_hypernym	08107499
06520944	_hypernym	06771653
04995531	_derivationally_related_form	00133417
13547925	_derivationally_related_form	00453803
02526085	_hypernym	02524171
08624656	_hypernym	08621598
02027612	_hypernym	02428924
01881180	_derivationally_related_form	00284409
01429953	_hypernym	01429455
01793742	_hypernym	01793177
02222718	_member_meronym	02225231
07220773	_has_part	06398401
anomaly:	01805384	_member_of_domain_region	14403560
10434725	_hypernym	10383816
06749729	_hypernym	06748969
02649830	_derivationally_related_form	03259505
01247647	_hypernym	00095502
02771997	_derivationally_related_form	14685172
00506207	_hypernym	00502415
01097292	_has_part	01094725
02038357	_hypernym	02035919
02202928	_hypernym	02203362
03859958	_derivationally_related_form	00044149
00611143	_hypernym	00610373
06227263	_hypernym	06226057
00709379	_hypernym	00704690
00802962	_hypernym	00802238
01814396	_derivationally_related_form	04166553
01776214	_hypernym	01775164
09761068	_hypernym	09815790
00151087	_hypernym	00043195
05520699	_derivationally_related_form	01830946
03873064	_derivationally_related_form	01576917
02117135	_hypernym	02083346
07487955	_hypernym	07484265
07422800	_hypernym	07355887
14391660	_hypernym	14388910
12359026	_member_meronym	12362844
08837048	_has_part	08837552
01711662	_member_meronym	01712432
02561332	_derivationally_related_form	00949134
02402112	_hypernym	02401809
02727039	_derivationally_related_form	05125377
01886220	_member_meronym	01886756
01134861	_derivationally_related_form	02436349
08075388	_hypernym	07974025
anomaly:	12136206	_member_meronym	13129165
anomaly:	00864535	_hypernym	00002137
07734555	_hypernym	07710007
01917611	_hypernym	01916925
12249993	_hypernym	11567411
00981083	_hypernym	00980453
11151189	_instance_hypernym	09924996
09772746	_hypernym	10257647
02515443	_hypernym	02514187
08857682	_member_meronym	08858248
12170585	_hypernym	13112664
06249177	_hypernym	06248043
13994456	_hypernym	13991823
01010118	_hypernym	01009240
00724150	_derivationally_related_form	13286254
00289175	_hypernym	00288970
04910135	_hypernym	04897762
06647206	_hypernym	06643408
11746776	_member_meronym	11749462
04910973	_hypernym	04910135
01643657	_hypernym	01641914
02472223	_hypernym	02471690
04627506	_hypernym	04626280
10697282	_derivationally_related_form	01196364
anomaly:	12501745	_member_meronym	12518879
10634075	_hypernym	10118844
00027064	_hypernym	00099721
00135578	_synset_domain_topic_of	06431740
10222497	_derivationally_related_form	02247226
10197525	_hypernym	10599354
00146138	_also_see	01808626
02620578	_hypernym	02554730
02673134	_hypernym	00456740
11173199	_instance_hypernym	09868270
11852531	_hypernym	13100677
01084180	_hypernym	01083645
00994076	_hypernym	00993892
10495421	_hypernym	10335931
01391174	_member_meronym	01391391
01438208	_hypernym	01428580
07411160	_hypernym	07351612
00880662	_derivationally_related_form	02150948
04692157	_derivationally_related_form	01549905
00152018	_hypernym	00151497
04623612	_has_part	04630689
00802318	_hypernym	00797697
01494310	_also_see	01981036
08389900	_hypernym	08389710
02597367	_hypernym	02594250
09170996	_has_part	09169303
13038944	_member_meronym	13041548
02343056	_hypernym	02410855
07001065	_hypernym	07000195
12706644	_member_meronym	12714114
11945367	_hypernym	11944196
08722645	_instance_hypernym	09399592
13253751	_derivationally_related_form	02646757
04933544	_hypernym	04916342
07007684	_has_part	07009421
00207761	_hypernym	00206302
12226322	_member_meronym	12226932
09895701	_hypernym	09984298
03802007	_derivationally_related_form	10341446
12838027	_member_meronym	12868634
07721942	_hypernym	07721456
05598147	_has_part	05344848
08852389	_has_part	09170294
00635714	_hypernym	00634906
00348746	_verb_group	02609203
12476036	_member_meronym	12476510
04846533	_derivationally_related_form	00224166
01391174	_member_meronym	01392843
02335349	_member_meronym	02337480
12694707	_member_meronym	12697360
02463990	_derivationally_related_form	10564800
01240432	_hypernym	01240210
02641825	_member_meronym	02552737
08190754	_member_meronym	08397255
01281782	_hypernym	01282545
00240131	_derivationally_related_form	00883611
02531422	_also_see	01076793
12539306	_hypernym	11747468
00607780	_derivationally_related_form	02005756
01767661	_hypernym	01905661
00380083	_derivationally_related_form	01462005
05690091	_hypernym	05689249
01982895	_member_meronym	01983048
01323449	_derivationally_related_form	00831651
10000787	_hypernym	10522035
02343595	_derivationally_related_form	00205891
00006484	_hypernym	00004258
06892016	_derivationally_related_form	01719302
11703386	_member_meronym	11707668
00348746	_derivationally_related_form	07325190
08141951	_hypernym	08348815
15246353	_hypernym	15122231
00159620	_hypernym	00157081
02627292	_hypernym	02626762
02441723	_member_meronym	02441942
02205896	_member_meronym	02212323
10127555	_derivationally_related_form	06122178
00325502	_derivationally_related_form	01921772
05983217	_hypernym	05982152
08064523	_derivationally_related_form	02581675
10498422	_hypernym	09615465
01638368	_derivationally_related_form	05728678
09100394	_instance_hypernym	08633957
01577513	_derivationally_related_form	07861421
02713748	_derivationally_related_form	03864356
02996605	_derivationally_related_form	05309725
00567685	_synset_domain_topic_of	00479887
14026592	_hypernym	14373582
00315956	_derivationally_related_form	13328853
05036715	_hypernym	05036394
01591158	_hypernym	01871979
12994979	_member_meronym	12995724
01265176	_hypernym	00117959
05563770	_has_part	05584928
01925469	_member_meronym	01922717
00007347	_derivationally_related_form	00770437
02431320	_derivationally_related_form	00215314
07105475	_member_of_domain_usage	06261060
13068917	_hypernym	13066129
01650167	_hypernym	01639765
02120715	_hypernym	02120451
04394031	_hypernym	03118539
00479391	_hypernym	01323958
07352190	_hypernym	07309781
02055521	_hypernym	02055649
00307419	_hypernym	00306723
05896059	_derivationally_related_form	01635432
14462946	_derivationally_related_form	02522319
05573602	_hypernym	05580416
09817816	_derivationally_related_form	05778131
02116568	_hypernym	02116118
04046590	_derivationally_related_form	02330407
13907415	_derivationally_related_form	01277974
11692952	_member_meronym	11700401
00271520	_derivationally_related_form	03471779
08920381	_has_part	08920924
00844941	_derivationally_related_form	10561861
10495555	_derivationally_related_form	02302817
13794417	_hypernym	13791389
12778926	_member_meronym	12779233
01044084	_derivationally_related_form	10198602
08207209	_hypernym	08208016
00237078	_derivationally_related_form	01647229
01714231	_hypernym	01712008
15008847	_derivationally_related_form	00216561
00043683	_derivationally_related_form	00828559
07201804	_hypernym	06724763
01650610	_derivationally_related_form	00235435
13233012	_member_meronym	13237788
05114262	_hypernym	05113462
07071483	_derivationally_related_form	00989602
02430045	_has_part	02158846
09044862	_has_part	09090559
01086356	_derivationally_related_form	02263346
03673971	_derivationally_related_form	01285440
09095023	_has_part	09351647
00231567	_derivationally_related_form	02478059
04859449	_hypernym	04858785
00082241	_also_see	01244410
09163192	_member_of_domain_region	01277540
05814291	_derivationally_related_form	02645839
02557199	_derivationally_related_form	05689249
13253751	_derivationally_related_form	02259829
11793403	_hypernym	11779300
anomaly:	09168592	_instance_hypernym	08638442
00628491	_derivationally_related_form	05784242
00878348	_derivationally_related_form	04913839
07188385	_derivationally_related_form	00875141
11717007	_hypernym	11564258
09006413	_has_part	09004625
08949093	_has_part	09353437
01705257	_derivationally_related_form	06763681
09416570	_has_part	09478047
09896170	_derivationally_related_form	06780069
01638368	_derivationally_related_form	00795720
02439281	_hypernym	02367363
02245765	_derivationally_related_form	01106808
00272391	_derivationally_related_form	13554343
00592883	_derivationally_related_form	14411981
04559451	_derivationally_related_form	10691764
14806176	_hypernym	14805899
09030752	_has_part	09031061
00193130	_hypernym	00192836
06731186	_derivationally_related_form	01016002
14441825	_derivationally_related_form	02646931
02409148	_derivationally_related_form	00623370
02567147	_derivationally_related_form	01170813
11703386	_member_meronym	11704401
03005920	_derivationally_related_form	00123170
